normalized_name,normalized_version,normalized_author,skillhub_candidates,openclawmp_candidates,skillhub_slug,skillhub_name,skillhub_version,skillhub_owner,skillhub_homepage,skillhub_downloads,skillhub_installs,skillhub_stars,openclawmp_id,openclawmp_name,openclawmp_display_name,openclawmp_version,openclawmp_author,openclawmp_asset_url,openclawmp_installs,openclawmp_total_stars,openclawmp_github_stars
trilium,1.0.3,mtbf999,1,1,trilium,Trilium,1.0.3,mtbf999,https://clawhub.ai/mtbf999/trilium,964,6,2,s-51a469b2fbb7130b,trilium,Trilium,1.0.3,mtbf999,https://openclawmp.cc/api/v1/assets/s-51a469b2fbb7130b,0,0,0
truetime,1.0.0,cccat6,1,1,truetime,TrueTime,1.0.0,cccat6,https://clawhub.ai/cccat6/truetime,437,7,2,s-15ccdcc1a51050c8,truetime,TrueTime,1.0.0,cccat6,https://openclawmp.cc/api/v1/assets/s-15ccdcc1a51050c8,0,0,0
truthcheck,0.4.3,baiyishr,1,1,truthcheck,TruthCheck,0.4.3,baiyishr,https://clawhub.ai/baiyishr/truthcheck,381,16,0,s-babc38ccad3aefcd,truthcheck,TruthCheck,0.4.3,baiyishr,https://openclawmp.cc/api/v1/assets/s-babc38ccad3aefcd,1,1,0
ts4,0.1.0,kleberbaum,1,1,ts4,ts4,0.1.0,kleberbaum,https://clawhub.ai/kleberbaum/ts4,402,4,0,s-a135713634743106,ts4,Ts4,0.1.0,kleberbaum,https://openclawmp.cc/api/v1/assets/s-a135713634743106,4,1,0
tushare-base,1.0.0,wdblink,1,1,tushare-base,tushare-base,1.0.0,wdblink,https://clawhub.ai/wdblink/tushare-base,2490,184,3,s-5d51658d7f90f16f,tushare-base,Tushare Base,1.0.0,wdblink,https://openclawmp.cc/api/v1/assets/s-5d51658d7f90f16f,24,10,0
tvscreener,1.0.0,subway-chenyan,1,1,tvscreener,Tvscreener,1.0.0,subway-chenyan,https://clawhub.ai/subway-chenyan/tvscreener,1135,76,0,s-a855f6a86977bab1,tvscreener,Tvscreener,1.0.0,subway-chenyan,https://openclawmp.cc/api/v1/assets/s-a855f6a86977bab1,4,1,0
unsearch,1.0.0,rakesh1002,1,1,unsearch,UnSearch,1.0.0,rakesh1002,https://clawhub.ai/rakesh1002/unsearch,808,34,0,s-d231b6a28b559196,unsearch,UnSearch,1.0.0,rakesh1002,https://openclawmp.cc/api/v1/assets/s-d231b6a28b559196,4,1,0
unsplash,1.0.0,brokenwatch24,1,1,unsplash,Unsplash,1.0.0,brokenwatch24,https://clawhub.ai/brokenwatch24/unsplash,745,32,2,s-8976e04298281d5d,unsplash,Unsplash,1.0.0,brokenwatch24,https://openclawmp.cc/api/v1/assets/s-8976e04298281d5d,1,1,0
usewhisper,1.0.0,alinxus,1,1,usewhisper,usewhisper,1.0.0,alinxus,https://clawhub.ai/alinxus/usewhisper,514,9,0,s-f4f22c6aa2744397,usewhisper,Usewhisper,1.0.0,alinxus,https://openclawmp.cc/api/v1/assets/s-f4f22c6aa2744397,6,1,0
usewhisper-autohook,1.0.0,alinxus,1,1,usewhisper-autohook,usewhisper-autohook,1.0.0,alinxus,https://clawhub.ai/alinxus/usewhisper-autohook,459,8,0,s-277b21ce95b82356,usewhisper-autohook,Usewhisper Autohook,1.0.0,alinxus,https://openclawmp.cc/api/v1/assets/s-277b21ce95b82356,0,0,0
v2ex,1.0.0,timqian,1,1,v2ex,v2ex,1.0.0,timqian,https://clawhub.ai/timqian/v2ex,411,5,0,s-9b9e98b5195569d6,v2ex,V2ex,1.0.0,timqian,https://openclawmp.cc/api/v1/assets/s-9b9e98b5195569d6,0,0,0
vajra,1.1.0,minhyeong112,1,1,vajra,Vajra,1.1.0,minhyeong112,https://clawhub.ai/minhyeong112/vajra,352,7,2,s-61946d751ed2f4d7,vajra,Vajra,1.1.0,minhyeong112,https://openclawmp.cc/api/v1/assets/s-61946d751ed2f4d7,1,1,0
vibe-check,0.2.1,tkuehnl,1,1,vibe-check,vibe-check,0.2.1,tkuehnl,https://clawhub.ai/tkuehnl/vibe-check,493,11,0,s-04b6de5761909e38,vibe-check,Vibe Check,0.2.1,tkuehnl,https://openclawmp.cc/api/v1/assets/s-04b6de5761909e38,0,0,0
video-download,0.1.6,upupc,1,1,video-download,video-download,0.1.6,upupc,https://clawhub.ai/upupc/video-download,1278,36,2,s-5bc814df3f59a62b,video-download,Video Download,0.1.6,upupc,https://openclawmp.cc/api/v1/assets/s-5bc814df3f59a62b,15,4,0
video-understand,1.0.1,sifr42,1,1,video-understand,video-understand,1.0.1,sifr42,https://clawhub.ai/sifr42/video-understand,434,8,0,s-64af424b0c014212,video-understand,Video Understand,1.0.1,sifr42,https://openclawmp.cc/api/v1/assets/s-64af424b0c014212,23,7,0
videogames,1.0.1,ivanheral,1,1,videogames,Videogames,1.0.1,ivanheral,https://clawhub.ai/ivanheral/videogames,779,14,0,s-34305d3bf7f14b53,videogames,Videogames,1.0.1,ivanheral,https://openclawmp.cc/api/v1/assets/s-34305d3bf7f14b53,0,0,0
volcengine-image-generate,1.0.0,warm-wm,1,1,volcengine-image-generate,volcengine-image-generate,1.0.0,warm-wm,https://clawhub.ai/warm-wm/volcengine-image-generate,647,31,0,s-466538efa3fb7791,volcengine-image-generate,Volcengine Image Generate,1.0.0,warm-wm,https://openclawmp.cc/api/v1/assets/s-466538efa3fb7791,2,1,0
volcengine-video-generate,1.0.0,warm-wm,1,1,volcengine-video-generate,volcengine-video-generate,1.0.0,warm-wm,https://clawhub.ai/warm-wm/volcengine-video-generate,696,33,0,s-028186d18a5b861b,volcengine-video-generate,Volcengine Video Generate,1.0.0,warm-wm,https://openclawmp.cc/api/v1/assets/s-028186d18a5b861b,0,0,0
volcengine-web-search,1.0.0,warm-wm,1,1,volcengine-web-search,volcengine-web-search,1.0.0,warm-wm,https://clawhub.ai/warm-wm/volcengine-web-search,630,28,0,s-1c16a306f9c09e80,volcengine-web-search,Volcengine Web Search,1.0.0,warm-wm,https://openclawmp.cc/api/v1/assets/s-1c16a306f9c09e80,0,0,0
vscode-tunnel,1.0.0,listky,1,1,vscode-tunnel,vscode-tunnel,1.0.0,listky,https://clawhub.ai/listky/vscode-tunnel,435,18,0,s-6a2aba7bc21184bc,vscode-tunnel,Vscode Tunnel,1.0.0,listky,https://openclawmp.cc/api/v1/assets/s-6a2aba7bc21184bc,0,0,0
vultisig-sdk,0.1.0,realpaaao,1,1,vultisig-sdk,vultisig-sdk,0.1.0,realpaaao,https://clawhub.ai/realpaaao/vultisig-sdk,1327,14,2,s-317c454d31233903,vultisig-sdk,Vultisig Sdk,0.1.0,realpaaao,https://openclawmp.cc/api/v1/assets/s-317c454d31233903,2,0,0
wallabag,1.0.1,fbrandel,1,1,wallabag,Wallabag,1.0.1,fbrandel,https://clawhub.ai/fbrandel/wallabag,311,3,0,s-dbfbe89bd7f45b3e,wallabag,Wallabag,1.0.1,fbrandel,https://openclawmp.cc/api/v1/assets/s-dbfbe89bd7f45b3e,0,0,0
webcli,0.2.1,erdinccurebal,1,1,webcli,webcli,0.2.1,erdinccurebal,https://clawhub.ai/erdinccurebal/webcli,469,9,0,s-d019051593261105,webcli,Webcli,0.2.1,erdinccurebal,https://openclawmp.cc/api/v1/assets/s-d019051593261105,0,0,0
webserp,0.1.4,paperboardofficial,1,1,webserp,webserp,0.1.4,paperboardofficial,https://clawhub.ai/paperboardofficial/webserp,475,20,1,s-ed0c1dd08f965be7,webserp,Webserp,0.1.4,paperboardofficial,https://openclawmp.cc/api/v1/assets/s-ed0c1dd08f965be7,1,0,0
wherecaniwatch,1.0.0,samthewise2855,1,1,wherecaniwatch,WhereCanIWatch,1.0.0,samthewise2855,https://clawhub.ai/samthewise2855/wherecaniwatch,296,3,1,s-c82ec25fd6422521,wherecaniwatch,WhereCanIWatch,1.0.0,samthewise2855,https://openclawmp.cc/api/v1/assets/s-c82ec25fd6422521,0,1,1
whisnap,1.0.0,neolio42,1,1,whisnap,Whisnap,1.0.0,neolio42,https://clawhub.ai/neolio42/whisnap,391,10,0,s-4c743e2bf9d7cda5,whisnap,Whisnap,1.0.0,neolio42,https://openclawmp.cc/api/v1/assets/s-4c743e2bf9d7cda5,3,0,0
wiim,0.1.1,geodeterra,1,1,wiim,WiiM,0.1.1,geodeterra,https://clawhub.ai/geodeterra/wiim,871,6,3,s-3998a0a84bbd75e1,wiim,WiiM,0.1.1,geodeterra,https://openclawmp.cc/api/v1/assets/s-3998a0a84bbd75e1,0,0,0
wikipedia-oc,0.1.4,rachmann-alexander,1,1,wikipedia-oc,wikipedia-oc,0.1.4,rachmann-alexander,https://clawhub.ai/rachmann-alexander/wikipedia-oc,792,38,1,s-d4bdb2b9a6a2d9d4,wikipedia-oc,Wikipedia Oc,0.1.4,rachmann-alexander,https://openclawmp.cc/api/v1/assets/s-d4bdb2b9a6a2d9d4,0,0,0
windsensei,1.4.2,jumptrnr,1,1,windsensei,Windsensei,1.4.2,jumptrnr,https://clawhub.ai/jumptrnr/windsensei,498,5,0,s-b3447988a5e91d98,windsensei,Windsensei,1.4.2,jumptrnr,https://openclawmp.cc/api/v1/assets/s-b3447988a5e91d98,0,0,0
wolt-cli,1.0.0,mekedron,1,1,wolt-cli,wolt-cli,1.0.0,mekedron,https://clawhub.ai/mekedron/wolt-cli,361,6,0,s-757fd82f3674331b,wolt-cli,Wolt Cli,1.0.0,mekedron,https://openclawmp.cc/api/v1/assets/s-757fd82f3674331b,2,0,0
workflows,1.0.2,askginadotai,1,1,workflows,Workflows,1.0.2,askginadotai,https://clawhub.ai/askginadotai/workflows,438,8,2,s-d09c4c344da586b4,workflows,Workflows,1.0.2,askginadotai,https://openclawmp.cc/api/v1/assets/s-d09c4c344da586b4,0,2,2
x-agent,0.1.0,inceptivco,1,1,x-agent,x-agent,0.1.0,inceptivco,https://clawhub.ai/inceptivco/x-agent,517,17,0,s-1b2bfc96fe3481ed,x-agent,X Agent,0.1.0,inceptivco,https://openclawmp.cc/api/v1/assets/s-1b2bfc96fe3481ed,0,0,0
x-recap,2026.2.25,jack4world,1,1,x-recap,x-recap,2026.2.25,jack4world,https://clawhub.ai/jack4world/x-recap,259,3,0,s-d24a31efa5a0e956,x-recap,X Recap,2026.2.25,jack4world,https://openclawmp.cc/api/v1/assets/s-d24a31efa5a0e956,1,1,0
yahooquery,1.0.0,512z,1,1,yahooquery,yahooquery,1.0.0,512z,https://clawhub.ai/512z/yahooquery,832,25,1,s-b0f5a9679fc0c9c9,yahooquery,Yahooquery,1.0.0,512z,https://openclawmp.cc/api/v1/assets/s-b0f5a9679fc0c9c9,1,0,0
yellowagents,1.2.0,andrewandrewsen,1,1,yellowagents,YellowAgents,1.2.0,andrewandrewsen,https://clawhub.ai/andrewandrewsen/yellowagents,318,3,0,s-a33b885908d5c329,yellowagents,YellowAgents,1.2.0,andrewandrewsen,https://openclawmp.cc/api/v1/assets/s-a33b885908d5c329,0,0,0
yoinkit,1.0.8,seomikewaltman,1,1,yoinkit,YoinkIt,1.0.8,seomikewaltman,https://clawhub.ai/seomikewaltman/yoinkit,587,9,3,s-1b0619efb7e76c17,yoinkit,YoinkIt,1.0.8,seomikewaltman,https://openclawmp.cc/api/v1/assets/s-1b0619efb7e76c17,0,0,0
youtube-hook,1.0.0,markusmikely,1,1,youtube-hook,YouTube-Hook,1.0.0,markusmikely,https://clawhub.ai/markusmikely/youtube-hook,371,19,0,s-daeb5c4f965f27c6,youtube-hook,YouTube-Hook,1.0.0,markusmikely,https://openclawmp.cc/api/v1/assets/s-daeb5c4f965f27c6,0,0,0
yumstock,1.0.0,yumyumtum,1,1,yumstock,yumstock,1.0.0,yumyumtum,https://clawhub.ai/yumyumtum/yumstock,527,18,4,s-eee193daa4fd8619,yumstock,Yumstock,1.0.0,yumyumtum,https://openclawmp.cc/api/v1/assets/s-eee193daa4fd8619,0,4,4
zededa,1.0.6,krisclarkdev,1,1,zededa,ZEDEDA,1.0.6,krisclarkdev,https://clawhub.ai/krisclarkdev/zededa,411,8,2,s-b9dc46d518a91d60,zededa,ZEDEDA,1.0.6,krisclarkdev,https://openclawmp.cc/api/v1/assets/s-b9dc46d518a91d60,0,0,0
zerox,0.1.0,otacu,1,1,zerox,Zerox,0.1.0,otacu,https://clawhub.ai/otacu/zerox,649,47,0,s-374ea6c91faf6a69,zerox,Zerox,0.1.0,otacu,https://openclawmp.cc/api/v1/assets/s-374ea6c91faf6a69,5,2,0
